Species	Chemical Name	Freq-GHz(rest frame,redshifted)	Freq Err(rest frame,redshifted)	Meas Freq-GHz(rest frame,redshifted)	Meas Freq Err(rest frame,redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	Linelist
CH3OHvt=0-2	Methanol	190.00016500	1.6E-5			13(3,10)-14(-1,13)E,vt=0	-9.02910		184.03210	CDMS
CH3OHvt=0-2	Methanol	190.02796800	1.3E-5			3(-2,2)-3(-0,3)E,vt=0	-8.83210		18.80260	CDMS
CH3OHvt=0-2	Methanol	190.12397900	1.2E-5			4(-2,3)-4(-0,4)E,vt=0	-8.48350		25.25420	CDMS
CH3OHvt=0-2	Methanol	190.32846400	1.2E-5			5(-2,4)-5(-0,5)E,vt=0	-8.22630		33.31650	CDMS
CH3OHvt=0-2	Methanol	190.45203200	2.0E-5			20(-0,20)-19(-3,17)E,vt=0	-6.10820		339.72000	CDMS
CH3OHvt=0-2	Methanol	190.50566500	0.000325			8(-7,2)-9(-6,4),vt=1	0.00000		415.33700	CDMS
CH3OHvt=0-2	Methanol	190.50766400	2.8E-5			8(7,2)-9(6,4)E,vt=1	-5.92030		415.33650	CDMS
CH3OHvt=0-2	Methanol	190.69682500	1.1E-5			6(-2,5)-6(-0,6)E,vt=0	-8.02830		42.98780	CDMS
CH3OHvt=0-2	Methanol	191.29403000	1.1E-5			7(-2,6)-7(-0,7)E,vt=0	-7.87440		54.26640	CDMS
CH3OHvt=0-2	Methanol	191.33027400	0.000167			9(5,5)-8(2,6)E,vt=2	-11.72820		506.12030	CDMS
CH3OHvt=0-2	Methanol	191.40428000	1.7E-5			17(7,11)-18(6,12)A,vt=0	-8.39530		410.26600	CDMS
CH3OHvt=0-2	Methanol	191.40428200	1.7E-5			17(7,10)-18(6,13)A,vt=0	-8.39530		410.26600	CDMS
CH3OHvt=0-2	Methanol	191.73297800	1.4E-5			6(-3,4)-7(-2,6)E,vt=0	-4.56690		60.64730	CDMS
CH3OHvt=0-2	Methanol	191.81050300	4.0E-6			4(1,4)-3(1,3)A,vt=0	-4.14290		19.70310	CDMS
CH3OHvt=0-2	Methanol	192.19304900	1.1E-5			8(-2,7)-8(-0,8)E,vt=0	-7.75690		67.15030	CDMS
CH3OHvt=0-2	Methanol	192.37049900	8.0E-6			4(1,4)-3(1,3)A,vt=2	-5.10960		484.18530	CDMS
CH3OHvt=0-2	Methanol	192.70225800	7.0E-6			4(-0,4)-3(-0,3)E,vt=2	-5.15350		519.96200	CDMS
CH3OHvt=0-2	Methanol	192.73946700	5.0E-6			4(3,1)-3(3,0)A,vt=2	-5.39750		467.04210	CDMS
CH3OHvt=0-2	Methanol	192.73946700	5.0E-6			4(3,2)-3(3,1)A,vt=2	-5.39750		467.04210	CDMS
CH3OHvt=0-2	Methanol	192.75630600	6.0E-6			4(2,2)-3(2,1)E,vt=2	-5.15090		457.90280	CDMS
CH3OHvt=0-2	Methanol	192.75766000	8.0E-6			4(0,4)-3(0,3)A,vt=2	-4.82600		362.86270	CDMS
CH3OHvt=0-2	Methanol	192.76548200	5.0E-6			4(-3,2)-3(-3,1)E,vt=2	-5.35110		441.56710	CDMS
CH3OHvt=0-2	Methanol	192.76812300	5.0E-6			4(-2,3)-3(-2,2)E,vt=2	-5.06180		417.09960	CDMS
CH3OHvt=0-2	Methanol	192.77359400	6.0E-6			4(1,4)-3(1,3)E,vt=2	-4.88760		379.42460	CDMS
CH3OHvt=0-2	Methanol			192.77852000	5.0E-5	4(1,4)-3(1,3)++,vt=1	0.00000		235.71200	CDMS
CH3OHvt=0-2	Methanol	192.77858400	4.0E-6			4(1,4)-3(1,3)A,vt=1	-4.58780		235.71220	CDMS
CH3OHvt=0-2	Methanol			192.95270000	5.0E-5	4(-3,1)-3(-3,0),vt=1	0.00000		233.89600	CDMS
CH3OHvt=0-2	Methanol	192.95273500	4.0E-6			4(3,2)-3(3,1)E,vt=1	-4.91680		233.89570	CDMS
CH3OHvt=0-2	Methanol			192.95768000	5.0E-5	4(3,2)-3(3,1),vt=1	0.00000		299.77400	CDMS
CH3OHvt=0-2	Methanol	192.95773600	4.0E-6			4(-3,1)-3(-3,0)E,vt=1	-5.05010		299.77380	CDMS
CH3OHvt=0-2	Methanol			192.96210000	5.0E-5	4(-2,2)-3(-2,1),vt=1	0.00000		263.07400	CDMS
CH3OHvt=0-2	Methanol	192.96218500	4.0E-6			4(2,3)-3(2,2)E,vt=1	-4.73960		263.07390	CDMS
CH3OHvt=0-2	Methanol	192.96342400	4.0E-6			4(3,2)-3(3,1)A,vt=1	-5.02260		284.96790	CDMS
CH3OHvt=0-2	Methanol	192.96342600	4.0E-6			4(3,1)-3(3,0)A,vt=1	-5.02260		284.96790	CDMS
CH3OHvt=0-2	Methanol			192.96344500	5.0E-5	4(3,2)-3(3,1)++,vt=1	0.00000		284.96800	CDMS
CH3OHvt=0-2	Methanol			192.96344500	5.0E-5	4(3,2)-3(3,1)++,vt=1	0.00000		284.96800	CDMS
CH3OHvt=0-2	Methanol	192.96376800	4.0E-6			4(2,3)-3(2,2)A,vt=1	-4.64760		217.24530	CDMS
CH3OHvt=0-2	Methanol			192.96379200	5.0E-5	4(2,2)-3(2,1)++,vt=1	0.00000		217.24500	CDMS
CH3OHvt=0-2	Methanol			192.96553000	5.0E-5	4(2,3)-3(2,2)--,vt=1	0.00000		217.24500	CDMS
CH3OHvt=0-2	Methanol	192.96555600	4.0E-6			4(2,2)-3(2,1)A,vt=1	-4.64760		217.24530	CDMS
CH3OHvt=0-2	Methanol			192.97208000	5.0E-5	4(1,4)-3(1,3),vt=1	0.00000		212.24100	CDMS
CH3OHvt=0-2	Methanol	192.97211800	4.0E-6			4(-1,4)-3(-1,3)E,vt=1	-4.53970		212.24090	CDMS
CH3OHvt=0-2	Methanol			192.97368700	5.0E-5	4(2,3)-3(2,2),vt=1	0.00000		287.59700	CDMS
CH3OHvt=0-2	Methanol	192.97371500	4.0E-6			4(-2,2)-3(-2,1)E,vt=1	-4.79280		287.59720	CDMS
CH3OHvt=0-2	Methanol			192.97436000	5.0E-5	4(0,4)-3(0,3),vt=1	0.00000		218.56800	CDMS
CH3OHvt=0-2	Methanol	192.97437300	4.0E-6			4(-0,4)-3(-0,3)E,vt=1	-4.52410		218.56830	CDMS
CH3OHvt=0-2	Methanol			192.99603000	5.0E-5	4(-1,3)-3(-1,2),vt=1	0.00000		296.96800	CDMS
CH3OHvt=0-2	Methanol	192.99604900	4.0E-6			4(1,3)-3(1,2)E,vt=1	-4.71650		296.96780	CDMS
CH3OHvt=0-2	Methanol			193.01987000	5.0E-5	4(0,4)-3(0,3)++,vt=1	0.00000		304.10900	CDMS
CH3OHvt=0-2	Methanol	193.01989700	5.0E-6			4(0,4)-3(0,3)A,vt=1	-4.70250		304.10860	CDMS
CH3OHvt=0-2	Methanol	193.09822400	9.0E-6			4(1,3)-3(1,2)A,vt=2	-5.10650		484.22180	CDMS
CH3OHvt=0-2	Methanol			193.16333000	5.0E-5	4(1,3)-3(1,2)--,vt=1	0.00000		235.73200	CDMS
CH3OHvt=0-2	Methanol	193.16337700	4.0E-6			4(1,3)-3(1,2)A,vt=1	-4.58610		235.73150	CDMS
CH3OHvt=0-2	Methanol	193.41532400	4.0E-6			4(-0,4)-3(-0,3)E,vt=0	-4.10650		18.80260	CDMS
CH3OHvt=0-2	Methanol	193.44160000	4.0E-6			4(1,4)-3(1,3)E,vt=0	-4.12300		13.55650	CDMS
CH3OHvt=0-2	Methanol	193.45435800	4.0E-6			4(0,4)-3(0,3)A,vt=0	-4.08710		9.68060	CDMS
CH3OHvt=0-2	Methanol	193.47143400	3.0E-6			4(3,2)-3(3,1)A,vt=0	-4.51880		44.29280	CDMS
CH3OHvt=0-2	Methanol	193.47154500	3.0E-6			4(3,1)-3(3,0)A,vt=0	-4.51880		44.29280	CDMS
CH3OHvt=0-2	Methanol	193.47252300	1.1E-5			9(-2,8)-9(-0,9)E,vt=0	-7.67190		81.63700	CDMS
CH3OHvt=0-2	Methanol	193.47441400	3.0E-6			4(-3,2)-3(-3,1)E,vt=0	-4.51450		42.84170	CDMS
CH3OHvt=0-2	Methanol	193.48804700	3.0E-6			4(2,3)-3(2,2)A,vt=0	-4.26360		35.88980	CDMS
CH3OHvt=0-2	Methanol	193.48896400	3.0E-6			4(3,1)-3(3,0)E,vt=0	-4.53430		53.26570	CDMS
CH3OHvt=0-2	Methanol	193.50655900	4.0E-6			4(-1,3)-3(-1,2)E,vt=0	-4.13420		24.30970	CDMS
CH3OHvt=0-2	Methanol	193.51075000	3.0E-6			4(2,2)-3(2,1)A,vt=0	-4.26350		35.89020	CDMS
CH3OHvt=0-2	Methanol	193.51122500	3.0E-6			4(2,2)-3(2,1)E,vt=0	-4.24860		27.68190	CDMS
CH3OHvt=0-2	Methanol	193.51133500	4.0E-6			4(2,2)-3(2,1)	-4.24880		25.14120	CDMS
CH3OHvt=0-2	Methanol	194.56965900	1.6E-5			10(-3,8)-11(-0,11)E,vt=0	-6.60490		115.40930	CDMS
CH3OHvt=0-2	Methanol	194.85804500	2.0E-5			19(6,14)-20(5,15)A,vt=0	-4.79000		434.36430	CDMS
CH3OHvt=0-2	Methanol	194.85848000	2.0E-5			19(6,13)-20(5,16)A,vt=0	-4.79000		434.36430	CDMS
CH3OHvt=0-2	Methanol	194.95362900	1.2E-5			8(-0,8)-7(-2,6)E,vt=0	-7.97230		60.64730	CDMS
CH3OHvt=0-2	Methanol	195.14679000	4.0E-6			4(1,3)-3(1,2)A,vt=0	-4.12830		19.87010	CDMS
CH3OHvt=0-2	Methanol	195.21355600	1.1E-5			10(-2,9)-10(-0,10)E,vt=0	-7.61720		97.72420	CDMS
CH3OHvt=0-2	Methanol	195.31427800	1.9E-5			17(-1,16)-17(-0,17)E,vt=0	-4.05350		254.93020	CDMS
CH3OHvt=0-2	Methanol	196.14637700	9.0E-6			8(-1,8)-7(-0,7)E,vt=1	-4.48450		253.96800	CDMS
CH3OHvt=0-2	Methanol	196.14639700	1.5E-5			8(1,8)-7(0,7),vt=1	0.00000		253.96800	CDMS
CH3OHvt=0-2	Methanol	196.18761900	5.9E-5			16(3,14)-15(0,15)A,vt=1	-7.27190		487.53920	CDMS
CH3OHvt=0-2	Methanol	196.93005300	3.7E-5			14(7,8)-13(5,8)E,vt=1	-9.28790		525.99990	CDMS
CH3OHvt=0-2	Methanol	196.96332900	1.0E-5			13(1,13)-12(2,10)E,vt=0	-4.27390		143.92670	CDMS
CH3OHvt=0-2	Methanol	197.37633100	1.7E-5			17(3,14)-18(-0,18)E,vt=0	-5.90420		283.73120	CDMS
CH3OHvt=0-2	Methanol	197.49564100	1.1E-5			11(-2,10)-11(-0,11)E,vt=0	-7.59210		115.40930	CDMS
CH3OHvt=0-2	Methanol	197.85804700	1.5E-5			2(2,0)-1(-1,0)E,vt=0	-9.28700		16.24120	CDMS
CH3OHvt=0-2	Methanol	198.39402600	1.5E-5			15(-2,14)-14(-3,12)E,vt=0	-4.32070		202.57250	CDMS
CH3OHvt=0-2	Methanol	198.40306700	1.1E-5			10(0,10)-9(1,9)A,vt=0	-3.74970		82.06770	CDMS
CH3OHvt=0-2	Methanol	199.22456500	2.4E-5			21(0,21)-20(2,18)A,vt=0	-8.11430		365.05050	CDMS
CH3OHvt=0-2	Methanol	199.33179400	2.1E-5			18(1,17)-17(3,14)A,vt=0	-9.02240		281.37100	CDMS
CH3OHvt=0-2	Methanol	199.49555500	8.0E-5			16(6,10)-17(9,8)A,vt=1-vt=0	-8.20180		537.23340	CDMS
CH3OHvt=0-2	Methanol	199.49555600	8.0E-5			16(6,11)-17(9,9)A,vt=1-vt=0	-8.20180		537.23340	CDMS
CH3OHvt=0-2	Methanol	199.54004600	1.9E-5			22(-1,21)-21(3,18)E,vt=0	-7.83340		415.98050	CDMS
CH3OHvt=0-2	Methanol	199.57485100	1.8E-5			13(2,12)-14(3,12)E,vt=1	-4.39470		393.11500	CDMS
CH3OHvt=0-2	Methanol	199.57506500	8.2E-5			13(-2,11)-14(-3,11),vt=1	0.00000		393.11500	CDMS
CH3OHvt=0-2	Methanol	200.39191600	1.2E-5			12(-2,11)-12(-0,12)E,vt=0	-7.59650		134.68950	CDMS
CH3OHvt=0-2	Methanol	200.82067400	1.3E-5			15(3,12)-14(4,11)E,vt=0	-4.40310		230.42600	CDMS
CH3OHvt=0-2	Methanol	201.06282300	4.1E-5			9(-7,2)-8(-6,2)E,vt=1	-4.91010		469.58740	CDMS
CH3OHvt=0-2	Methanol	201.07184700	1.3E-5			8(4,5)-9(3,6)A,vt=0	-4.55240		107.20830	CDMS
CH3OHvt=0-2	Methanol	201.08893900	1.3E-5			8(4,4)-9(3,7)A,vt=0	-4.55240		107.20780	CDMS
CH3OHvt=0-2	Methanol	201.18479000	0.000424			10(2,9)-9(-1,8),vt=1	0.00000		359.72800	CDMS
CH3OHvt=0-2	Methanol	201.18709500	2.5E-5			10(-2,8)-9(1,8)E,vt=1	-8.32180		359.72800	CDMS
CH3OHvt=0-2	Methanol	201.44549300	1.3E-5			5(2,3)-6(1,6)A,vt=0	-4.45610		43.69400	CDMS
CH3OHvt=0-2	Methanol	201.72814700	2.9E-5			16(1,15)-17(2,16)E,vt=1	-5.20920		499.37860	CDMS
CH3OHvt=0-2	Methanol	201.73033800	0.000498			16(-1,15)-17(-2,15),vt=1	0.00000		499.37900	CDMS
CH3OHvt=0-2	Methanol	201.99651300	2.0E-5			18(-1,17)-18(-0,18)E,vt=0	-4.07830		283.73120	CDMS
CH3OHvt=0-2	Methanol	202.17411600	9.0E-6			2(-2,1)-3(1,3)E,vt=0	-9.70860		13.55650	CDMS
CH3OHvt=0-2	Methanol	203.56022100	2.9E-5			10(-3,8)-11(-2,10)E,vt=2	-5.82380		513.53020	CDMS
CH3OHvt=0-2	Methanol	203.96412400	1.3E-5			13(-2,12)-13(-0,13)E,vt=0	-7.63080		155.56220	CDMS
CH3OHvt=0-2	Methanol	204.47553500	2.5E-5			23(2,22)-22(4,19)A,vt=0	-7.73720		463.77930	CDMS
CH3OHvt=0-2	Methanol	205.36932500	3.5E-5			17(-2,15)-16(-5,12)E,vt=1	-7.01340		517.20340	CDMS
CH3OHvt=0-2	Methanol	205.51199400	0.000105			10(2,9)-11(-2,9),vt=1	0.00000		359.58400	CDMS
CH3OHvt=0-2	Methanol	205.79127000	1.1E-5			1(1,1)-2(0,2)++	-4.53580		4.84050	CDMS
CH3OHvt=0-2	Methanol	205.99164100	2.0E-5			20(3,17)-21(1,21)E,vt=0	-8.75900		375.28420	CDMS
CH3OHvt=0-2	Methanol	206.00130200	1.5E-5			12(-5,7)-13(-4,9)E,vt=0	-4.55990		213.49630	CDMS
CH3OHvt=0-2	Methanol	206.30101300	0.000114			10(10,0)-9(7,3)E,vt=0-vt=1	-10.23900		436.16040	CDMS
CH3OHvt=0-2	Methanol	206.42311300	1.3E-5			11(1,11)-10(-1,9)E,vt=0	-7.71340		103.37260	CDMS
CH3OHvt=0-2	Methanol	207.10730900	2.7E-5			22(1,21)-22(1,22)A,vt=0	-6.59490		414.08010	CDMS
CH3OHvt=0-2	Methanol	207.89463500	0.0001			11(4,8)-10(7,3)A,vt=2-vt=1	-10.96880		526.23120	CDMS
CH3OHvt=0-2	Methanol	207.89463700	0.0001			11(4,7)-10(7,4)A,vt=2-vt=1	-10.96880		526.23120	CDMS
CH3OHvt=0-2	Methanol	208.25792200	1.4E-5			14(-2,13)-14(-0,14)E,vt=0	-7.69550		178.02500	CDMS
CH3OHvt=0-2	Methanol	208.86707700	1.3E-5			13(-3,11)-14(1,14)E,vt=0	-10.47530		173.01680	CDMS
CH3OHvt=0-2	Methanol	209.04840500	1.6E-5			11(2,9)-12(0,12)A,vt=0	-8.32110		125.73740	CDMS
CH3OHvt=0-2	Methanol	209.25486700	1.7E-5			13(4,9)-14(2,12)A,vt=0	-7.83060		195.64080	CDMS
CH3OHvt=0-2	Methanol	209.51880400	2.1E-5			19(-1,18)-19(-0,19)E,vt=0	-4.10520		314.11250	CDMS
CH3OHvt=0-2	Methanol	211.09512400	1.5E-5			12(3,9)-13(-2,12)E,vt=0	-6.51230		162.36570	CDMS
CH3OHvt=0-2	Methanol	211.46979200	2.3E-5			22(1,22)-21(3,19)A,vt=0	-11.19050		407.02620	CDMS
CH3OHvt=0-2	Methanol	211.80324500	9.8E-5			16(2,15)-15(1,14)--,vt=1	0.00000	 0.6	419.24300	CDMS
CH3OHvt=0-2	Methanol	211.80335800	3.0E-5			16(2,14)-15(1,14)A,vt=1	-4.41320		419.24350	CDMS
CH3OHvt=0-2	Methanol	212.53789000	1.0E-5			4(-3,2)-5(2,3)E,vt=0	-10.26890		42.20580	CDMS
CH3OHvt=0-2	Methanol	212.54505400	3.5E-5			10(6,5)-9(4,5)A,vt=1	-8.71080		406.77620	CDMS
CH3OHvt=0-2	Methanol	212.54505400	3.5E-5			10(6,4)-9(4,6)A,vt=1	-8.71080		406.77620	CDMS
CH3OHvt=0-2	Methanol	212.61377700	1.2E-5			10(-0,10)-9(2,7)E,vt=0	-7.69980		90.63220	CDMS
CH3OHvt=0-2	Methanol	213.15915000	1.4E-5			20(4,17)-19(5,15)E,vt=0	-4.54520		392.49360	CDMS
CH3OHvt=0-2	Methanol	213.29927200	1.5E-5			15(-2,14)-15(-0,15)E,vt=0	-7.79060		202.07530	CDMS
CH3OHvt=0-2	Methanol	213.34807600	1.6E-5			13(4,10)-14(2,13)A,vt=0	-7.82170		195.50420	CDMS
CH3OHvt=0-2	Methanol	213.37752800	1.5E-5			13(-6,8)-14(-5,9)E,vt=0	-4.63610		263.88940	CDMS
CH3OHvt=0-2	Methanol	213.42706100	6.0E-6			1(-1,0)-0(-0,0)E,vt=0	-4.55990		9.12200	CDMS
CH3OHvt=0-2	Methanol	213.72503200	2.1E-5			21(5,17)-22(3,19)E,vt=0	-8.07790		451.41020	CDMS
CH3OHvt=0-2	Methanol	214.14000300	1.2E-5			6(-2,5)-5(2,3)E,vt=0	-9.06810		42.20580	CDMS
CH3OHvt=0-2	Methanol			215.30220100	5.0E-5	6(1,6)-7(2,5)++,vt=1	0.00000	 1.3	252.64300	CDMS
CH3OHvt=0-2	Methanol	215.30220600	1.7E-5			6(1,6)-7(2,6)A,vt=1	-4.34020		252.64300	CDMS
CH3OHvt=0-2	Methanol	215.56382800	8.6E-5			14(0,14)-13(-3,10),vt=1	0.00000		370.60900	CDMS
CH3OHvt=0-2	Methanol	215.56418800	2.9E-5			14(-0,14)-13(3,11)E,vt=1	-8.68090		370.60890	CDMS
CH3OHvt=0-2	Methanol	215.69146300	0.0001			12(2,11)-11(3,9),vt=1	0.00000		396.24400	CDMS
CH3OHvt=0-2	Methanol	215.69172800	2.4E-5			12(-2,10)-11(-3,8)E,vt=1	-5.55070		396.24360	CDMS
CH3OHvt=0-2	Methanol	216.03446100	3.8E-5			15(3,13)-14(5,10)A,vt=1	-9.06500		461.14800	CDMS
CH3OHvt=0-2	Methanol	216.03977200	3.8E-5			15(3,12)-14(5,9)A,vt=1	-9.06520		461.14800	CDMS
CH3OHvt=0-2	Methanol	216.85791000	1.8E-5			6(-3,4)-7(-1,6)E,vt=0	-7.30800		59.80920	CDMS
CH3OHvt=0-2	Methanol	216.94552100	1.2E-5			5(-1,4)-4(-2,3)E,vt=0	-4.49320		31.59610	CDMS
CH3OHvt=0-2	Methanol			217.29920200	5.0E-5	6(1,5)-7(2,6)--,vt=1	0.00000	 1.2	252.64400	CDMS
CH3OHvt=0-2	Methanol	217.29920500	1.7E-5			6(1,5)-7(2,5)A,vt=1	-4.33400		252.64370	CDMS
CH3OHvt=0-2	Methanol	217.52500200	1.7E-5			16(-1,15)-15(-3,13)E,vt=0	-6.53750		226.77470	CDMS
CH3OHvt=0-2	Methanol	217.64267700	2.2E-5			15(6,9)-16(5,11)A,vt=1	-4.85180		510.96500	CDMS
CH3OHvt=0-2	Methanol	217.64267800	2.2E-5			15(6,10)-16(5,12)A,vt=1	-4.85180		510.96500	CDMS
CH3OHvt=0-2	Methanol	217.64285900	0.000144			15(6,10)-16(5,11)--,vt=1	0.00000	  b	510.96500	CDMS
CH3OHvt=0-2	Methanol	217.64286000	0.000144			15(6,9)-16(5,12)++,vt=1	0.00000	  b	510.96500	CDMS
CH3OHvt=0-2	Methanol	217.88650400	2.2E-5			20(-1,19)-20(-0,20)E,vt=0	-4.13410		346.07280	CDMS
CH3OHvt=0-2	Methanol	218.24735900	2.0E-5			24(1,24)-23(-3,21)E,vt=0	-9.69360		478.48170	CDMS
CH3OHvt=0-2	Methanol	218.27379600	3.4E-5			4(3,2)-5(-0,5)E,vt=1	-10.98150		233.05100	CDMS
CH3OHvt=0-2	Methanol	218.27461200	0.0001			4(-3,1)-5(0,5),vt=1	0.00000		233.05100	CDMS
CH3OHvt=0-2	Methanol	218.44006300	1.3E-5			4(-2,3)-3(-1,2)E,vt=0	-3.98150		24.30970	CDMS
CH3OHvt=0-2	Methanol	219.09274200	1.7E-5			16(-2,15)-16(-0,16)E,vt=0	-7.91510		227.71100	CDMS
CH3OHvt=0-2	Methanol	219.45702600	4.4E-5			8(4,4)-7(1,6)E,vt=1	-8.56470		332.37290	CDMS
CH3OHvt=0-2	Methanol	219.75207800	5.2E-5			5(5,1)-6(3,3)A,vt=1	-11.27850		309.10430	CDMS
CH3OHvt=0-2	Methanol	219.75210300	5.2E-5			5(5,0)-6(3,4)A,vt=1	-11.27850		309.10430	CDMS
CH3OHvt=0-2	Methanol	219.85242300	1.1E-5			11(-3,9)-10(3,7)E,vt=0	-12.75150		132.31380	CDMS
CH3OHvt=0-2	Methanol	219.91639900	2.6E-5			21(4,18)-22(1,21)A,vt=0	-8.02880		420.98840	CDMS
CH3OHvt=0-2	Methanol	219.99365800	1.8E-5			23(-5,18)-22(-6,17)E,vt=0	-4.75310		531.93790	CDMS
CH3OHvt=0-2	Methanol	220.07856100	8.0E-6			8(-0,8)-7(-1,6)E,vt=0	-4.05260		59.80920	CDMS
CH3OHvt=0-2	Methanol	220.10816000	9.7E-5			7(-3,5)-8(-6,2)E,vt=2-vt=1	-11.02190		469.58740	CDMS
CH3OHvt=0-2	Methanol	220.40131700	1.4E-5			10(5,6)-11(4,8)E,vt=0	-4.53810		167.55000	CDMS
CH3OHvt=0-2	Methanol	221.29453100	1.1E-5			3(2,1)-2(-2,1)E,vt=0	-11.38180		20.30030	CDMS
CH3OHvt=0-2	Methanol	222.72279600	9.7E-5			16(2,14)-15(1,15)++,vt=1	0.00000	 0.6	418.86100	CDMS
CH3OHvt=0-2	Methanol	222.72285600	2.9E-5			16(2,15)-15(1,15)A,vt=1	-4.36020		418.86110	CDMS
CH3OHvt=0-2	Methanol	223.11715500	4.0E-5			7(-5,3)-8(-2,6)E,vt=1	-8.63280		335.87030	CDMS
CH3OHvt=0-2	Methanol	224.02395800	0.000144			5(1,5)-6(3,3)A,vt=2	-12.09460		491.15020	CDMS
CH3OHvt=0-2	Methanol	224.56282900	3.2E-5			12(4,8)-13(2,12)E,vt=1	-8.48180		399.77210	CDMS
CH3OHvt=0-2	Methanol	224.69940800	1.6E-5			20(2,18)-19(3,16)E,vt=0	-4.38070		349.93550	CDMS
CH3OHvt=0-2	Methanol	225.20296800	2.8E-5			23(1,22)-23(1,23)A,vt=0	-6.62080		450.73510	CDMS
CH3OHvt=0-2	Methanol	225.58164900	1.6E-5			1(-1,0)-2(1,2)E,vt=0	-10.01100		8.71660	CDMS
CH3OHvt=0-2	Methanol	225.62230400	1.8E-5			17(-2,16)-17(-0,17)E,vt=0	-8.06580		254.93020	CDMS
CH3OHvt=0-2	Methanol	225.74038700	1.9E-5			16(3,14)-17(0,17)A,vt=0	-9.54210		246.41570	CDMS
CH3OHvt=0-2	Methanol	226.75304900	0.000149			5(1,4)-6(3,4)A,vt=2	-12.07960		491.15020	CDMS
CH3OHvt=0-2	Methanol	226.84343300	0.000284			17(3,15)-18(-2,16),vt=1	0.00000		528.28000	CDMS
CH3OHvt=0-2	Methanol	226.93941000	9.0E-6			14(2,12)-13(-3,11)E,vt=0	-6.25400		179.98380	CDMS
CH3OHvt=0-2	Methanol	227.09474700	2.3E-5			21(-1,20)-21(-0,21)E,vt=0	-4.16500		379.61120	CDMS
CH3OHvt=0-2	Methanol	227.22951100	1.3E-5			12(1,12)-11(-2,10)E,vt=0	-6.01250		121.99700	CDMS
CH3OHvt=0-2	Methanol	227.81452800	1.7E-5			16(1,16)-15(2,13)A,vt=0	-4.17460		219.84400	CDMS
CH3OHvt=0-2	Methanol	228.46790200	2.0E-5			21(-0,21)-20(-3,18)E,vt=0	-5.97790		371.99030	CDMS
CH3OHvt=0-2	Methanol	228.66269000	1.7E-5			9(3,6)-10(1,9)A,vt=0	-9.54980		99.58100	CDMS
CH3OHvt=0-2	Methanol	229.58905600	1.2E-5			15(-4,11)-16(-3,14)E,vt=0	-4.29380		252.59060	CDMS
CH3OHvt=0-2	Methanol	229.75875600	1.2E-5			8(1,8)-7(-0,7)E,vt=0	-3.83840		54.26640	CDMS
CH3OHvt=0-2	Methanol	229.86412100	1.4E-5			19(5,15)-20(4,16)A,vt=0	-4.49400		394.47970	CDMS
CH3OHvt=0-2	Methanol	229.93909500	1.4E-5			19(5,14)-20(4,17)A,vt=0	-4.49370		394.47720	CDMS
CH3OHvt=0-2	Methanol	230.02704700	1.1E-5			3(2,1)-4(1,4)E,vt=0	-4.60340		20.00910	CDMS
CH3OHvt=0-2	Methanol	230.29219600	1.8E-5			22(-2,21)-21(3,18)E,vt=0	-5.29180		415.98050	CDMS
CH3OHvt=0-2	Methanol	230.36876300	1.8E-5			22(-4,18)-21(-5,16)E,vt=0	-4.58060		466.84780	CDMS
CH3OHvt=0-2	Methanol	230.96127400	1.8E-5			10(3,8)-11(1,11)A,vt=0	-9.86110		115.63330	CDMS
CH3OHvt=0-2	Methanol	231.13380000	2.8E-5			10(-2,8)-11(-4,8)E,vt=1	-8.34550		358.72910	CDMS
CH3OHvt=0-2	Methanol	231.28111000	1.2E-5			10(2,9)-9(3,6)A,vt=0	-4.21950		107.20830	CDMS
CH3OHvt=0-2	Methanol	231.76254900	2.7E-5			23(2,21)-22(4,18)A,vt=0	-7.57000		463.78450	CDMS
CH3OHvt=0-2	Methanol	232.41852100	1.2E-5			10(2,8)-9(3,7)A,vt=0	-4.21310		107.20780	CDMS
CH3OHvt=0-2	Methanol	232.41950000	0.000484			7(6,1)-7(7,0),vt=1	0.00000		448.96700	CDMS
CH3OHvt=0-2	Methanol	232.42280300	4.6E-5			7(-6,1)-7(-7,0)E,vt=1	-5.59810		448.96660	CDMS
CH3OHvt=0-2	Methanol	232.64195400	0.000453			8(6,2)-8(7,1),vt=1	0.00000		461.82700	CDMS
CH3OHvt=0-2	Methanol	232.64510300	4.2E-5			8(-6,2)-8(-7,1)E,vt=1	-5.37910		461.82720	CDMS
CH3OHvt=0-2	Methanol	232.78344600	1.2E-5			18(3,16)-17(4,13)A,vt=0	-4.31060		302.59230	CDMS
CH3OHvt=0-2	Methanol	232.84422100	0.000449			9(6,3)-9(7,2),vt=1	0.00000		476.29400	CDMS
CH3OHvt=0-2	Methanol	232.84710300	3.8E-5			9(-6,3)-9(-7,2)E,vt=1	-5.28970		476.29420	CDMS
CH3OHvt=0-2	Methanol	232.85479100	1.9E-5			18(-2,17)-18(-0,18)E,vt=0	-8.23430		283.73120	CDMS
CH3OHvt=0-2	Methanol	232.94579700	1.2E-5			10(3,7)-11(2,9)E,vt=0	-4.19380		124.54360	CDMS
CH3OHvt=0-2	Methanol	233.00941100	0.000484			10(6,4)-10(7,3),vt=1	0.00000		492.36700	CDMS
